Order,block,id,pop,fam,cone_number,date,cone_id,cone_length_mm,cone_width_mm,stalk_length_mm,scale_length_mm,scale_width_mm,scale_number,cone_angle,colour (hue),value,chroma,profile,cone_ratio,openness,seed_number,filled_number,seed_viability,lat,long,mean_july_temp,annual_precip,altitude,height_mm,growth_rate,budburst_timing,budburst_duration,age_first_flowering,needle_retention
280,B,7432,AB,AB9,43,23/02/2024,4,47.6,23.08,7.38,7.97,8.27,66,11,1,6,4,2,0.48487395,3,36,28,0.777777778,57.21,-3.61,13.08,1060.69,362,3910,0.18,43,18.5,11,1.6667
281,B,7464,AC,AC2,3,23/02/2024,3,36.17,20.83,9.07,7.42,7.22,61,16,1,6,4,1,0.575891623,,,,,57.04,-3.35,10.78,1020.96,476,4350,0.22,43,24,15,1.8333
281,B,7464,AC,AC2,3,23/02/2024,2,41.31,22.07,9.19,8.08,7.06,69,12,1,6,4,1,0.534253207,,,,,57.04,-3.35,10.78,1020.96,476,4350,0.22,43,24,15,1.8333
281,B,7464,AC,AC2,3,23/02/2024,1,47.23,23.47,8.91,7.15,7.41,73,10,1,6,4,1,0.496929917,,,,,57.04,-3.35,10.78,1020.96,476,4350,0.22,43,24,15,1.8333
282,B,7463,MG,MG7,65,23/02/2024,5,43.02,20.38,6.35,8.22,7.81,64,10,1,6,4,1,0.473733147,,,,,56.59,-4.35,12.38,1637.01,300,4460,0.21,33,23.5,9,1.8333
282,B,7463,MG,MG7,65,23/02/2024,3,54.23,25.6,9.02,8.6,8.72,81,14,1,6,4,1,0.472063434,,,,,56.59,-4.35,12.38,1637.01,300,4460,0.21,33,23.5,9,1.8333
282,B,7463,MG,MG7,65,23/02/2024,4,47.72,20.68,6.72,8.15,8.42,72,14,1,6,4,1,0.433361274,,,,,56.59,-4.35,12.38,1637.01,300,4460,0.21,33,23.5,9,1.8333
282,B,7463,MG,MG7,65,23/02/2024,2,51.61,21.94,7.55,8.38,7.98,75,10,1,6,4,1,0.425111413,,,,,56.59,-4.35,12.38,1637.01,300,4460,0.21,33,23.5,9,1.8333
282,B,7463,MG,MG7,65,23/02/2024,1,58.11,23.97,8.05,8.35,7.94,93,15,1,6,4,1,0.412493547,,,,,56.59,-4.35,12.38,1637.01,300,4460,0.21,33,23.5,9,1.8333
283,B,7462,MG,MG8,2,23/02/2024,4,41.67,19.32,8.5,8.29,8.16,64,6,1,7,6,1,0.463642909,,,,,56.59,-4.35,12.38,1637.01,300,3630,0.24,40,16.5,15,1.5
283,B,7462,MG,MG8,2,23/02/2024,5,37.64,17.25,8.18,8.27,7.59,59,23,1,7,4,1,0.458289054,,,,,56.59,-4.35,12.38,1637.01,300,3630,0.24,40,16.5,15,1.5
283,B,7462,MG,MG8,2,23/02/2024,3,43.55,18.29,10.03,8.69,8.02,56,9,1,7,4,1,0.419977038,,,,,56.59,-4.35,12.38,1637.01,300,3630,0.24,40,16.5,15,1.5
283,B,7462,MG,MG8,2,23/02/2024,1,48.93,20.07,9.09,8.73,8.14,62,6,1,7,4,1,0.410177805,,,,,56.59,-4.35,12.38,1637.01,300,3630,0.24,40,16.5,15,1.5
283,B,7462,MG,MG8,2,23/02/2024,2,46.62,18.19,9.7,8.83,8.41,54,6,1,7,4,1,0.39017589,,,,,56.59,-4.35,12.38,1637.01,300,3630,0.24,40,16.5,15,1.5
284,B,7461,RM,RM9,39,23/02/2024,2,57.11,28.19,12.62,8.87,9.53,87,10,2,7,6,2,0.493608825,,,,,57.15,-3.77,13.5,1059.97,307,4150,0.26,43,13,12,2.3333
284,B,7461,RM,RM9,39,23/02/2024,5,43.27,20.58,11,6.35,8.77,62,6,2,6,4,2,0.475618211,,,,,57.15,-3.77,13.5,1059.97,307,4150,0.26,43,13,12,2.3333
284,B,7461,RM,RM9,39,23/02/2024,4,52.5,23.92,11.97,8.87,8.76,69,9,1,8,4,2,0.455619048,,,,,57.15,-3.77,13.5,1059.97,307,4150,0.26,43,13,12,2.3333
284,B,7461,RM,RM9,39,23/02/2024,1,61.68,27.86,13.5,8.86,8.41,87,7,1,8,4,2,0.451686122,,,,,57.15,-3.77,13.5,1059.97,307,4150,0.26,43,13,12,2.3333
284,B,7461,RM,RM9,39,23/02/2024,3,58.07,26.22,12.75,9.26,8.63,82,8,1,8,4,2,0.451524023,,,,,57.15,-3.77,13.5,1059.97,307,4150,0.26,43,13,12,2.3333
285,B,7460,AM,AM10,19,23/02/2024,3,42.93,25.22,9.21,7.13,7.18,87,9,1,8,6,2,0.587467971,,,,,57.87,-4.6,12.62,1493.67,166,3370,0.23,43,18.5,13,2.5
285,B,7460,AM,AM10,19,23/02/2024,2,45.99,26.03,8.28,8.27,7.81,74,8,1,8,6,2,0.565992607,,,,,57.87,-4.6,12.62,1493.67,166,3370,0.23,43,18.5,13,2.5
285,B,7460,AM,AM10,19,23/02/2024,1,46.46,25.95,9.31,7.39,7.57,84,7,1,8,6,2,0.558544985,,,,,57.87,-4.6,12.62,1493.67,166,3370,0.23,43,18.5,13,2.5
285,B,7460,AM,AM10,19,23/02/2024,5,42.32,23.61,8.66,7.41,6.87,74,7,1,8,4,2,0.55789225,,,,,57.87,-4.6,12.62,1493.67,166,3370,0.23,43,18.5,13,2.5
285,B,7460,AM,AM10,19,23/02/2024,4,41.81,23.23,9.71,7.12,7.18,79,10,1,8,6,2,0.555608706,,,,,57.87,-4.6,12.62,1493.67,166,3370,0.23,43,18.5,13,2.5
286,B,7459,GD,GD1,23,23/02/2024,4,49.93,24.53,7.1,8.65,8.24,76,6,1,7,6,3,0.491287803,,,,,57.03,-3.58,11.71,1080.43,443,3720,0.18,43,13,10,2
286,B,7459,GD,GD1,23,23/02/2024,5,47.94,22.07,6.11,8.48,8.67,63,6,1,7,6,3,0.460367126,,,,,57.03,-3.58,11.71,1080.43,443,3720,0.18,43,13,10,2
286,B,7459,GD,GD1,23,23/02/2024,3,50.18,22.45,6.3,8.25,8.38,72,6,1,7,4,3,0.447389398,,,,,57.03,-3.58,11.71,1080.43,443,3720,0.18,43,13,10,2
286,B,7459,GD,GD1,23,23/02/2024,2,53.83,23.73,7.41,9.29,8.87,70,7,1,7,6,3,0.44083225,,,,,57.03,-3.58,11.71,1080.43,443,3720,0.18,43,13,10,2
286,B,7459,GD,GD1,23,23/02/2024,1,55.21,24.22,7.4,9.5,9.24,77,8,1,7,4,3,0.438688643,,,,,57.03,-3.58,11.71,1080.43,443,3720,0.18,43,13,10,2
288,B,7457,GC,GC5,52,23/02/2024,4,35.45,20.36,8.33,7.69,7.51,62,10,1,8,4,1,0.574330042,4,27,24,0.888888889,57.35,-4.95,12.05,2087.53,332,4410,0.2,36,20.5,8,2.1667
288,B,7457,GC,GC5,52,23/02/2024,1,41.4,23.75,7.25,9.03,9.58,63,7,2,4,2,1,0.573671498,4,0,0,0,57.35,-4.95,12.05,2087.53,332,4410,0.2,36,20.5,8,2.1667
288,B,7457,GC,GC5,52,23/02/2024,2,38.35,21.88,8.22,7.78,7.77,62,7,1,8,2,1,0.57053455,4,35,34,0.971428571,57.35,-4.95,12.05,2087.53,332,4410,0.2,36,20.5,8,2.1667
288,B,7457,GC,GC5,52,23/02/2024,3,36.48,19.61,7.27,7.41,7.61,59,6,1,7,4,1,0.537554825,4,34,28,0.823529412,57.35,-4.95,12.05,2087.53,332,4410,0.2,36,20.5,8,2.1667
288,B,7457,GC,GC5,52,23/02/2024,5,33.5,17.77,7.17,6.67,7.33,51,11,1,6,4,1,0.530447761,4,21,19,0.904761905,57.35,-4.95,12.05,2087.53,332,4410,0.2,36,20.5,8,2.1667
290,B,7490,BB,BB8,45,23/02/2024,3,37.22,21.18,8.24,6.52,6.51,72,6,1,7,2,3,0.569048898,,,,,56.98,-3.3,9.84,1344.24,381,3970,0.23,43,13,8,2.1667
290,B,7490,BB,BB8,45,23/02/2024,4,34.03,18.57,7.76,6.98,7.72,54,7,1,7,4,3,0.545694975,,,,,56.98,-3.3,9.84,1344.24,381,3970,0.23,43,13,8,2.1667
290,B,7490,BB,BB8,45,23/02/2024,1,43.93,23.76,9.63,7.68,7.37,71,10,1,7,4,4,0.54086046,,,,,56.98,-3.3,9.84,1344.24,381,3970,0.23,43,13,8,2.1667
290,B,7490,BB,BB8,45,23/02/2024,2,40.51,20.79,8.65,6.63,6.8,68,10,1,7,4,4,0.513206616,,,,,56.98,-3.3,9.84,1344.24,381,3970,0.23,43,13,8,2.1667
290,B,7490,BB,BB8,45,23/02/2024,5,34.18,17.07,9.05,6.23,7.04,66,6,1,8,4,3,0.499414862,,,,,56.98,-3.3,9.84,1344.24,381,3970,0.23,43,13,8,2.1667
291,B,7491,GA,GA3,57,23/02/2024,5,47.22,23.21,10.97,8.54,7.77,84,7,1,7,4,3,0.491529013,,,,,57.26,-4.92,11.95,1764.14,291,4340,0.19,43,15,8,1.6667
291,B,7491,GA,GA3,57,23/02/2024,2,52.05,24.61,10.94,7.9,7.68,85,8,1,7,4,2,0.472814601,,,,,57.26,-4.92,11.95,1764.14,291,4340,0.19,43,15,8,1.6667
291,B,7491,GA,GA3,57,23/02/2024,4,48.99,22.61,9.08,7.25,7.43,75,10,1,7,4,2,0.46152276,,,,,57.26,-4.92,11.95,1764.14,291,4340,0.19,43,15,8,1.6667
291,B,7491,GA,GA3,57,23/02/2024,3,52.05,23.45,9.88,8.86,7.77,84,7,1,7,4,2,0.450528338,,,,,57.26,-4.92,11.95,1764.14,291,4340,0.19,43,15,8,1.6667
291,B,7491,GA,GA3,57,23/02/2024,1,52.57,22.81,8.66,7.55,7.81,88,7,1,7,4,2,0.43389766,,,,,57.26,-4.92,11.95,1764.14,291,4340,0.19,43,15,8,1.6667
292,B,7492,CR,CR2,34,23/02/2024,5,46.97,23.63,10.59,7.1,7.24,72,6,1,8,6,2,0.503087077,4,49,46,0.93877551,56.58,-4.68,12.96,2582.02,265,3850,0.19,43,13,8,1.8333
292,B,7492,CR,CR2,34,23/02/2024,4,51.08,24.72,12.03,7.42,6.92,70,7,1,7,4,3,0.48394675,3,42,39,0.928571429,56.58,-4.68,12.96,2582.02,265,3850,0.19,43,13,8,1.8333
292,B,7492,CR,CR2,34,23/02/2024,3,51.67,24.61,11.58,7.56,8.65,76,6,1,7,4,3,0.476291852,3,41,39,0.951219512,56.58,-4.68,12.96,2582.02,265,3850,0.19,43,13,8,1.8333
292,B,7492,CR,CR2,34,23/02/2024,1,59.81,28.05,12.27,7.09,8.1,84,6,1,8,6,3,0.46898512,3,64,56,0.875,56.58,-4.68,12.96,2582.02,265,3850,0.19,43,13,8,1.8333
292,B,7492,CR,CR2,34,23/02/2024,2,55.81,24.41,9.4,7.32,7.57,74,7,1,7,4,3,0.437376814,3,46,43,0.934782609,56.58,-4.68,12.96,2582.02,265,3850,0.19,43,13,8,1.8333
293,B,7493,GL,GL4,40,23/02/2024,5,34.14,16.96,7.23,7.13,6.94,62,7,1,7,4,3,0.496777973,,,,,56.91,-5.13,10.13,2336.16,226,3540,0.15,36,20.5,10,2.1667
293,B,7493,GL,GL4,40,23/02/2024,4,42.15,20.78,9.05,8.44,7.59,67,7,1,8,4,3,0.493001186,,,,,56.91,-5.13,10.13,2336.16,226,3540,0.15,36,20.5,10,2.1667
293,B,7493,GL,GL4,40,23/02/2024,1,52.11,24.7,9.94,9.67,8.77,74,13,1,6,4,3,0.473997313,,,,,56.91,-5.13,10.13,2336.16,226,3540,0.15,36,20.5,10,2.1667
293,B,7493,GL,GL4,40,23/02/2024,3,51.92,22.74,7.77,8.64,8.97,67,7,1,6,4,3,0.43798151,,,,,56.91,-5.13,10.13,2336.16,226,3540,0.15,36,20.5,10,2.1667
293,B,7493,GL,GL4,40,23/02/2024,2,51.73,22.28,8.58,9.28,8.59,71,7,1,6,4,3,0.430697854,,,,,56.91,-5.13,10.13,2336.16,226,3540,0.15,36,20.5,10,2.1667
294,B,7494,SO,SO2,46,23/02/2024,3,51.88,24.72,8.38,7.01,7.26,79,7,1,6,4,3,0.476484194,4,45,40,0.888888889,57.98,-4.61,14.34,1223.6,67,3520,0.22,43,15,12,2
294,B,7494,SO,SO2,46,23/02/2024,1,54.87,25.84,8.27,8.64,8.27,82,6,1,6,4,3,0.470931292,4,47,41,0.872340426,57.98,-4.61,14.34,1223.6,67,3520,0.22,43,15,12,2
294,B,7494,SO,SO2,46,23/02/2024,5,48.87,21.67,9.58,5.25,7.36,71,6,1,7,4,3,0.443421322,1,0,0,0,57.98,-4.61,14.34,1223.6,67,3520,0.22,43,15,12,2
294,B,7494,SO,SO2,46,23/02/2024,4,49.44,21.46,7.43,7.28,6.88,62,9,1,6,4,3,0.434061489,2,22,18,0.818181818,57.98,-4.61,14.34,1223.6,67,3520,0.22,43,15,12,2
294,B,7494,SO,SO2,46,23/02/2024,2,53.88,23.33,8.93,7.37,8.37,64,7,1,7,4,3,0.432999258,3,39,38,0.974358974,57.98,-4.61,14.34,1223.6,67,3520,0.22,43,15,12,2
295,B,7495,GL,GL6,42,23/02/2024,2,47.87,21.46,9.18,7.84,6.72,85,8,1,8,6,1,0.448297472,,,,,56.91,-5.13,10.13,2336.16,226,4230,0.21,39,17.5,13,1.6667
295,B,7495,GL,GL6,42,23/02/2024,5,42.21,18.35,8.02,7.39,6.14,74,14,1,7,4,1,0.434731106,,,,,56.91,-5.13,10.13,2336.16,226,4230,0.21,39,17.5,13,1.6667
295,B,7495,GL,GL6,42,23/02/2024,3,46.61,20.17,8.6,7.03,6.52,89,6,1,8,6,1,0.432739755,,,,,56.91,-5.13,10.13,2336.16,226,4230,0.21,39,17.5,13,1.6667
295,B,7495,GL,GL6,42,23/02/2024,4,43.98,18.31,8.95,6.49,5.77,78,6,1,8,6,1,0.416325603,,,,,56.91,-5.13,10.13,2336.16,226,4230,0.21,39,17.5,13,1.6667
295,B,7495,GL,GL6,42,23/02/2024,1,50.57,20.57,8.73,7.74,6.7,84,6,1,7,4,1,0.406762903,,,,,56.91,-5.13,10.13,2336.16,226,4230,0.21,39,17.5,13,1.6667
296,B,7496,GT,GT4,24,23/02/2024,4,33.74,19.87,9.46,7.12,6.47,62,12,1,6,4,3,0.588915234,3,25,18,0.72,57.02,-2.86,13.95,801.45,177,4230,0.15,49,12.5,11,1.8333
296,B,7496,GT,GT4,24,23/02/2024,5,32.86,18.89,9.85,6.87,5.51,48,14,1,7,4,3,0.574863055,3,21,18,0.857142857,57.02,-2.86,13.95,801.45,177,4230,0.15,49,12.5,11,1.8333
296,B,7496,GT,GT4,24,23/02/2024,3,37.68,20.62,9.24,6.91,7.52,66,9,1,8,4,3,0.547239915,3,23,20,0.869565217,57.02,-2.86,13.95,801.45,177,4230,0.15,49,12.5,11,1.8333
296,B,7496,GT,GT4,24,23/02/2024,2,41.22,22.54,8.14,7.21,8.07,63,8,1,6,2,3,0.546821931,4,30,27,0.9,57.02,-2.86,13.95,801.45,177,4230,0.15,49,12.5,11,1.8333
296,B,7496,GT,GT4,24,23/02/2024,1,43.36,22.56,8.95,7.16,7.32,58,9,1,8,4,3,0.520295203,3,39,31,0.794871795,57.02,-2.86,13.95,801.45,177,4230,0.15,49,12.5,11,1.8333
297,B,7528,RD,RD2,0,23/02/2024,,,,,,,,,,,,,,,,,,57.89,-4.98,11.96,1850.49,147,2140,0.21,43,13,8,1.6667
298,B,7527,CC,CC6,20,23/02/2024,4,35.99,19.32,10.11,6.84,8.45,60,6,1,7,4,1,0.536815782,,,,,56.42,-4.71,12.65,3400.46,270,3910,0.2,43,24,15,1.8333
298,B,7527,CC,CC6,20,23/02/2024,3,42.22,22.41,11.32,7.35,7.74,73,7,1,7,4,1,0.530791094,,,,,56.42,-4.71,12.65,3400.46,270,3910,0.2,43,24,15,1.8333
298,B,7527,CC,CC6,20,23/02/2024,5,35.63,18.53,8.85,6.65,6.89,59,7,1,7,2,1,0.520067359,,,,,56.42,-4.71,12.65,3400.46,270,3910,0.2,43,24,15,1.8333
298,B,7527,CC,CC6,20,23/02/2024,2,41.96,21.59,9.1,6.91,8.58,70,9,1,7,4,1,0.514537655,,,,,56.42,-4.71,12.65,3400.46,270,3910,0.2,43,24,15,1.8333
298,B,7527,CC,CC6,20,23/02/2024,1,43.11,22.04,9.44,7.74,8.28,67,9,1,7,4,1,0.51125029,,,,,56.42,-4.71,12.65,3400.46,270,3910,0.2,43,24,15,1.8333
299,B,7526,GT,GT9,34,23/02/2024,5,36.52,20.54,7.69,7.61,7.36,52,4,1,6,4,3,0.562431544,1,0,0,0,57.02,-2.86,13.95,801.45,177,3720,0.21,36,19,10,2.1667
299,B,7526,GT,GT9,34,23/02/2024,3,44.74,23.88,9.85,7.81,6.72,65,15,1,8,6,3,0.533750559,2,0,0,0,57.02,-2.86,13.95,801.45,177,3720,0.21,36,19,10,2.1667
299,B,7526,GT,GT9,34,23/02/2024,1,46.76,23.09,9.68,8.87,8.07,60,8,1,8,6,3,0.493798118,1,0,0,0,57.02,-2.86,13.95,801.45,177,3720,0.21,36,19,10,2.1667
299,B,7526,GT,GT9,34,23/02/2024,2,48.35,23.63,8.84,8.71,8.55,68,7,1,7,4,3,0.488728025,2,26,21,0.807692308,57.02,-2.86,13.95,801.45,177,3720,0.21,36,19,10,2.1667
299,B,7526,GT,GT9,34,23/02/2024,4,41.64,19.48,10.65,7.73,7.19,64,6,1,6,4,3,0.467819404,2,0,0,0,57.02,-2.86,13.95,801.45,177,3720,0.21,36,19,10,2.1667
300,B,7525,GC,GC3,10,23/02/2024,5,48.02,23.75,8.96,7.42,7.16,70,7,1,5,2,3,0.494585589,4,36,34,0.944444444,57.35,-4.95,12.05,2087.53,332,3390,0.2,43,24,11,1.8333
300,B,7525,GC,GC3,10,23/02/2024,2,52.19,25.1,8.61,7.69,6.95,67,7,1,7,4,3,0.480935045,3,39,37,0.948717949,57.35,-4.95,12.05,2087.53,332,3390,0.2,43,24,11,1.8333
300,B,7525,GC,GC3,10,23/02/2024,3,51.59,24.61,8.31,7.69,7.79,74,7,1,7,4,3,0.477030432,3,39,37,0.948717949,57.35,-4.95,12.05,2087.53,332,3390,0.2,43,24,11,1.8333
300,B,7525,GC,GC3,10,23/02/2024,4,46.04,21.53,7.09,6.72,8.04,66,6,1,6,4,3,0.467636838,2,29,28,0.965517241,57.35,-4.95,12.05,2087.53,332,3390,0.2,43,24,11,1.8333
300,B,7525,GC,GC3,10,23/02/2024,1,53.13,24.41,7.31,8,7.98,71,9,1,7,4,3,0.459439112,4,35,33,0.942857143,57.35,-4.95,12.05,2087.53,332,3390,0.2,43,24,11,1.8333
301,B,7524,SD,SD2,56,23/02/2024,3,48.21,22.73,9.28,8.95,8.57,71,11,1,5,2,2,0.471478946,,,,,57.5,-5.63,13.14,2449.7,68,3380,0.09,49,18,10,2.3333
301,B,7524,SD,SD2,56,23/02/2024,4,51.08,23.93,9.68,9.75,9.23,70,9,1,5,2,2,0.468480814,,,,,57.5,-5.63,13.14,2449.7,68,3380,0.09,49,18,10,2.3333
301,B,7524,SD,SD2,56,23/02/2024,1,53.15,24.21,10.46,8.28,8.15,68,8,1,7,4,2,0.455503293,,,,,57.5,-5.63,13.14,2449.7,68,3380,0.09,49,18,10,2.3333
301,B,7524,SD,SD2,56,23/02/2024,5,46.98,21.01,8.33,8.49,9.09,61,10,1,5,2,2,0.447211579,,,,,57.5,-5.63,13.14,2449.7,68,3380,0.09,49,18,10,2.3333
301,B,7524,SD,SD2,56,23/02/2024,2,55.6,24.76,9.37,8.67,10.05,71,8,1,7,4,2,0.445323741,,,,,57.5,-5.63,13.14,2449.7,68,3380,0.09,49,18,10,2.3333
302,B,7523,RM,RM1,24,23/02/2024,4,51.03,25.58,9.56,7.94,7.9,79,7,1,7,4,2,0.501273761,,,,,57.15,-3.77,13.5,1059.97,307,3440,0.23,43,13,12,1.6667
302,B,7523,RM,RM1,24,23/02/2024,2,52.8,25.04,10.31,9.01,8.37,73,6,1,6,4,2,0.474242424,,,,,57.15,-3.77,13.5,1059.97,307,3440,0.23,43,13,12,1.6667
302,B,7523,RM,RM1,24,23/02/2024,5,44.5,21.03,10.8,8.31,7.04,67,6,1,6,2,2,0.47258427,,,,,57.15,-3.77,13.5,1059.97,307,3440,0.23,43,13,12,1.6667
302,B,7523,RM,RM1,24,23/02/2024,3,54.89,24.3,9.46,7.92,7.39,76,5,1,7,4,2,0.442703589,,,,,57.15,-3.77,13.5,1059.97,307,3440,0.23,43,13,12,1.6667
302,B,7523,RM,RM1,24,23/02/2024,1,54.1,23.95,11.13,8.96,8.24,77,6,1,6,4,2,0.442698706,,,,,57.15,-3.77,13.5,1059.97,307,3440,0.23,43,13,12,1.6667
303,B,7522,CG,CG8,38,23/02/2024,3,47.65,24.81,7.15,7.42,7.27,85,11,1,7,6,2,0.520671563,,,,,56.79,-5.33,12.05,2772.39,88,4590,0.19,43,13.5,13,2.1667
303,B,7522,CG,CG8,38,23/02/2024,1,48.4,24.58,7.14,7.49,7.41,80,6,1,8,4,2,0.50785124,,,,,56.79,-5.33,12.05,2772.39,88,4590,0.19,43,13.5,13,2.1667
303,B,7522,CG,CG8,38,23/02/2024,4,45.77,22.54,7.25,7.2,7.3,73,16,1,7,4,2,0.492462312,,,,,56.79,-5.33,12.05,2772.39,88,4590,0.19,43,13.5,13,2.1667
303,B,7522,CG,CG8,38,23/02/2024,5,41.15,20.22,6.98,7.15,7.37,65,7,1,7,4,2,0.491373026,,,,,56.79,-5.33,12.05,2772.39,88,4590,0.19,43,13.5,13,2.1667
303,B,7522,CG,CG8,38,23/02/2024,2,48.93,23.6,6.49,7.62,7.18,83,7,1,7,6,2,0.482321684,,,,,56.79,-5.33,12.05,2772.39,88,4590,0.19,43,13.5,13,2.1667
304,B,7521,RD,RD3,3,23/02/2024,2,49.64,24.39,8.41,8.75,8.15,78,8,1,6,4,1,0.491337631,,,,,57.89,-4.98,11.96,1850.49,147,2740,0.17,43,13,12,1.6667
304,B,7521,RD,RD3,3,23/02/2024,4,40.96,19.97,9.64,8.59,8.19,53,7,1,6,4,1,0.487548828,,,,,57.89,-4.98,11.96,1850.49,147,2740,0.17,43,13,12,1.6667
304,B,7521,RD,RD3,3,23/02/2024,5,41.4,19.83,9.9,8.66,8.4,56,16,1,6,4,1,0.478985507,,,,,57.89,-4.98,11.96,1850.49,147,2740,0.17,43,13,12,1.6667
304,B,7521,RD,RD3,3,23/02/2024,1,55.2,26.27,9.6,9.92,9.19,72,10,1,6,4,1,0.475905797,,,,,57.89,-4.98,11.96,1850.49,147,2740,0.17,43,13,12,1.6667
304,B,7521,RD,RD3,3,23/02/2024,3,50.42,23.61,10.04,8.82,8.22,66,6,1,6,4,1,0.468266561,,,,,57.89,-4.98,11.96,1850.49,147,2740,0.17,43,13,12,1.6667
305,B,7553,GD,GD2,0,23/02/2024,,,,,,,,,,,,,,,,,,57.03,-3.58,11.71,1080.43,443,3650,0.22,43,24,,1.8333
306,B,7554,AM,AM4,3,23/02/2024,3,41.34,21.42,7.81,8.5,7.8,65,8,1,7,4,1,0.518142235,,,,,57.87,-4.6,12.62,1493.67,166,3520,0.25,36,20.5,12,1.8333
306,B,7554,AM,AM4,3,23/02/2024,5,37.89,19.55,7.41,7.61,7.24,60,7,1,7,6,1,0.515967274,,,,,57.87,-4.6,12.62,1493.67,166,3520,0.25,36,20.5,12,1.8333
306,B,7554,AM,AM4,3,23/02/2024,1,43.89,22.42,8.23,7.65,7.14,68,10,1,7,6,1,0.510822511,,,,,57.87,-4.6,12.62,1493.67,166,3520,0.25,36,20.5,12,1.8333
306,B,7554,AM,AM4,3,23/02/2024,4,40.31,20.33,7.54,8.05,7.71,59,8,1,7,4,1,0.504341355,,,,,57.87,-4.6,12.62,1493.67,166,3520,0.25,36,20.5,12,1.8333
306,B,7554,AM,AM4,3,23/02/2024,2,42.81,20.52,9.4,7.62,7.93,68,9,1,7,4,1,0.47932726,,,,,57.87,-4.6,12.62,1493.67,166,3520,0.25,36,20.5,12,1.8333
307,B,7555,GE,GE2,62,23/02/2024,3,50.74,21.62,10.25,8.53,7.58,81,10,1,6,4,2,0.426093812,,,,,57.96,-4.76,13.47,1474.73,62,3800,0.18,36,20.5,10,2.1667
307,B,7555,GE,GE2,62,23/02/2024,5,51.95,20.99,10.67,8.33,7.7,74,10,1,6,4,2,0.404042348,,,,,57.96,-4.76,13.47,1474.73,62,3800,0.18,36,20.5,10,2.1667
307,B,7555,GE,GE2,62,23/02/2024,1,63.17,24.38,11.77,8.55,7.78,90,10,1,6,4,2,0.385942694,,,,,57.96,-4.76,13.47,1474.73,62,3800,0.18,36,20.5,10,2.1667
307,B,7555,GE,GE2,62,23/02/2024,2,59.5,22.05,10.31,8.55,7.62,87,10,1,6,4,2,0.370588235,,,,,57.96,-4.76,13.47,1474.73,62,3800,0.18,36,20.5,10,2.1667
307,B,7555,GE,GE2,62,23/02/2024,4,52.75,19.31,11.49,8.86,8.39,63,15,1,6,4,2,0.366066351,,,,,57.96,-4.76,13.47,1474.73,62,3800,0.18,36,20.5,10,2.1667
308,B,7556,SO,SO9,48,23/02/2024,2,53.71,24.96,9.75,9.45,9.09,62,10,1,7,6,3,0.46471793,3,33,31,0.939393939,57.98,-4.61,14.34,1223.6,67,2940,0.17,36,20,10,1.6667
308,B,7556,SO,SO9,48,23/02/2024,4,49.22,22.84,8.42,8.6,8.06,60,10,1,7,4,3,0.464039009,3,36,35,0.972222222,57.98,-4.61,14.34,1223.6,67,2940,0.17,36,20,10,1.6667
308,B,7556,SO,SO9,48,23/02/2024,5,49.45,22.56,9.94,7.08,7.04,59,10,1,7,6,3,0.456218402,2,35,34,0.971428571,57.98,-4.61,14.34,1223.6,67,2940,0.17,36,20,10,1.6667
308,B,7556,SO,SO9,48,23/02/2024,3,49.99,22.2,10.37,8.88,8.39,58,9,1,7,4,3,0.444088818,4,36,34,0.944444444,57.98,-4.61,14.34,1223.6,67,2940,0.17,36,20,10,1.6667
308,B,7556,SO,SO9,48,23/02/2024,1,58.6,25.57,8.16,9.35,9.01,58,12,1,7,4,3,0.436348123,3,45,44,0.977777778,57.98,-4.61,14.34,1223.6,67,2940,0.17,36,20,10,1.6667
309,B,7557,GA,GA8,8,23/02/2024,4,45.91,20.3,9.71,7.77,6.69,73,13,1,7,4,3,0.442169462,,,,,57.26,-4.92,11.95,1764.14,291,3300,0.36,36,20,15,1.6667
309,B,7557,GA,GA8,8,23/02/2024,5,45.36,19.69,10.84,7.64,6.48,64,10,1,5,2,3,0.434082892,,,,,57.26,-4.92,11.95,1764.14,291,3300,0.36,36,20,15,1.6667
309,B,7557,GA,GA8,8,23/02/2024,3,46.27,19.96,12.3,8.9,7.41,64,12,1,7,4,3,0.431381024,,,,,57.26,-4.92,11.95,1764.14,291,3300,0.36,36,20,15,1.6667
309,B,7557,GA,GA8,8,23/02/2024,2,48,20.56,11.11,7.97,6.2,72,10,1,7,4,3,0.428333333,,,,,57.26,-4.92,11.95,1764.14,291,3300,0.36,36,20,15,1.6667
309,B,7557,GA,GA8,8,23/02/2024,1,50.28,21.29,12.48,8.54,7.09,74,11,1,7,4,3,0.423428799,,,,,57.26,-4.92,11.95,1764.14,291,3300,0.36,36,20,15,1.6667
310,B,7558,GD,GD9,7,23/02/2024,4,54.63,25.74,8.1,9.48,9.13,70,8,1,7,6,4,0.471169687,,,,,57.03,-3.58,11.71,1080.43,443,3540,0.2,43,13,15,1.6667
310,B,7558,GD,GD9,7,23/02/2024,3,56.97,26.37,7.82,8.67,8.82,73,14,1,6,4,4,0.462875197,,,,,57.03,-3.58,11.71,1080.43,443,3540,0.2,43,13,15,1.6667
310,B,7558,GD,GD9,7,23/02/2024,2,57,25.51,9.07,10,8.66,76,8,1,7,6,4,0.44754386,,,,,57.03,-3.58,11.71,1080.43,443,3540,0.2,43,13,15,1.6667
